Table Number,Move,Clues,Mystery Word,Guess,Mode,Speed,Language,End
312175859,1609,"Koperta, Naklejony, Pocztowy, Pocztówka",Stamp,Znaczek,,,,
312175859,1615,"W, Rimmikub, Glazura, Kwadracik",Tile,Płytka,,,,
312175859,1626,"Grajek, Baśń, Ta, Tuj",Rat,Bard,,,,
312175859,1632,"Płacony, Restauracja, Kid, Western",Bill,Tip,,,,
312175859,1638,"Władzy, Złoty, Tytanowy, Obrączka",Ring,Ring,,,,
312175859,1643,"Pustynny, Krab, Twój, Zodiak",Scorpion,Scorpio,,,,
312175859,1649,"Gagarin, Łajka, Armstrong, Księżyc",Astronaut,Astronaut,,,,
312175859,1654,"Mandala, Gra, Szary, Twardy",Stone,Stone,,,,
312552889,1654,"Time, Mechanical, Invention, Automated, automated",Machine,Clock,,,,
312552889,1671,"Craft, Stalls, ""Farmers"", ""Farmers"", Farmers",Market,Fair,,,,
312552889,1689,"Blower, Frond, Paper, Green, pile",Leaf,leaf,,,,
312552889,1697,"magnetism, Romance, Smitten, Magnetic, Magnetic",Attraction,Attraction,,,,
312552889,1731,"Representatives, Dog, bungalow, Residence, Boat",House,House,,,,
312552889,1747,"Hem, Pleat, Ripper, stitched, Stitched",Seam,Seam,,,,
312552889,1755,"Young, Baby, kid, Sacrificial, Silence",Lamb,Lamb,,,,
312552889,1781,"Maid, Shrub, witch, Eyes, eyes",Hazel,Broom,,,,
312552889,1798,"Indiana, Cool, Miracle, Egg, Crack",Whip,Whip,,,,
312552889,1806,"Aquarium, Salmon, Go, School, halibut",Fish,Fish,,,,
312552889,1846,"topper, Hat, Pop, Cap, Cap",Lid,lid,,,,
312552889,1854,"Migration, stitch, Insect, winged, Emerge",Butterfly,Butterfly,,,,
312552889,1862,"Kewpie, Chucky, Figurine, Raggedy, Rag",Doll,Doll,,,,
312552889,1870,"Eden, Macbook, orchard, Core, Gravity",Apple,Apple,,,,
312552889,1888,"Odds, parlay, Midler, Stake, Horse",Bet,Bet,,,,
312552889,1929,"Proboscis, Septum, aquiline, snout, nostril",Nose,Nose,,,,
312552889,1937,"forest, Yearn, Conifer, desire, Desire",Pine,pine,,,,
312552889,1955,"Crimping, Grippers, Holding, needlenose, Needle",Pliers,pliers,,,,
312552889,1963,"Lambda, missive, Correspondence, stationery, Love",Letter,Letter,,,,
312552889,1982,"Rock, ladder, Steep, ascend, Ascend",Climb,Climb,,,,
312552889,2006,"Double, ""Georges"", Born, Puff, Puff",Dragon,twins,Normal mode,No time limit • with friends only,English,Infinite
312552889,2023,"Beading, spool, Needle, discussion, discussion",Thread,Thread,Normal mode,No time limit • with friends only,English,Infinite
312552889,2055,"Conjuror, sleight, Hat, Illusionist, Illusionist",Magician,magician,Normal mode,No time limit • with friends only,English,Infinite
313533300,2435,"third, interval, Moon, Stop, dot, Dot",Period,quarter,,,,
313533300,2454,"tsunami, sine, stadium, Swell, Hokkusai, sound",Wave,Wave,,,,
313533300,2494,"bale, suction, Scarecrow, Dogs, hat, hay",Straw,Straw,,,,
313533300,2512,"Jaws, Dododododo, cheat, Predator, Hammerhead, Hammerhead",Shark,Shark,,,,
313533300,2521,"award, winner, bronze, Olympic, Bronze, Olympic",Medal,trophy,,,,
313533300,2540,"bareback, gallop, Verb, pony, rollercoaster, rollercoaster",Ride,Canter,,,,
313533300,2569,"Samsung, Andromeda, Hitchhikers, Sagan, Whirlpool, Trucker",Galaxy,Galaxy,,,,
313533300,2587,"Hedonism, raisin, seedless, Nehi, Fruit, Fruit",Grape,Grape,,,,
313533300,2596,"prank, Houdini, deceive, hoodwink, Illusion, illusion",Trick,Magic,,,,
313533300,2615,"dawn, Foghorn, Male, crowing, cock-a-doodle-doo, Doodle",Rooster,rooster,,,,
313533300,2624,"fable, slow, OOOOLD, hare, Hare, hare",Tortoise,Tortoise,,,,
313533300,2642,"mane, Leo, pride, Mufasa, MGM, Predator",Lion,Lion,,,,
313533300,2651,"moo, Simmental, Udder, Heifer, holstein, Hereford",Cow,cow,,,,
313533300,2687,"commotion, setting, Vista, Crime, whereabouts, INT.",Scene,Scene,,,,
313533300,2706,"irrigator, Nozzle, tube, tights, Summer, water",Hose,Hose,,,,
313533300,2715,"Isopropyl, drunk, -OH, Anonymous, ethanol, ethanol",Alcohol,Alcohol,,,,
313533300,2742,"Fireball, Easter, Castaway, Spirit, Galapagos, Hawaii",Island,Island,,,,
313533300,2778,"Floating, Glacier, Penguins, Titanic, tip, tip",Iceberg,iceberg,,,,
313533300,2796,"tuner, walkie-talkie, GaGa, WNYC, Boombox, KEXP",Radio,Radio,,,,
313533300,2805,"Autumn, Flavor, Spring, hunting, Silly, Equinox",Season,Season,,,,
313533300,2823,"Profession, spaceman, moonwalker, Borman, Aldrin, Aldrin",Astronaut,astronaut,,,,
313533300,2843,"Stable, Knight, appaloosa, Bojack, Clydesdale, clydesdale",Horse,Horse,,,,
313533300,2899,"sheep, Shear, worsted, Angora, natural, fiber",Wool,wool,,,,
313533300,2910,"snitch, Informant, Roscuro, Bubonic, Splinter, splinter",Rat,Spy,,,,
313533300,2950,"straight, cupid, point, quiver, Pointer, quiver",Arrow,Arrow,,,,
313533300,2959,"Einstein, Sheldon, IQ, smart, Lyrics, Mensa",Genius,genius,,,,
313533300,2968,"Funkytown, Despacito, Melody, River, Track, Track",Song,Rhythm,,,,
313533300,2978,"Booty, chest, X, trove, cherish, Pirate’s",Treasure,Treasure,,,,
313533300,3014,"Bzzzt, lightning, Shazam, Faraday, static, static",Electricity,Electricity,,,,
313533300,3052,"Carcassonne, Hexagon, parquet, Domino, Azul, Azul",Tile,tile,,,,
313533300,3099,"Outdoor, brisket, pulled, ""Rays"", CHARCUT, griddle",Barbecue,Barbecue,,,,
313533300,3108,"Glass, rings, satire, allium, Layered, layered",Onion,Onion,,,,
313533300,3146,"mountain, Lodge, Wax, cross-country, snowboard, Aspen",Ski,Ski,Normal mode,No time limit • with friends only,English,Infinite
313533300,3164,"knead, Hollywood, unleavened, Ciabatta, sourdough, sourdough",Bread,bread,Normal mode,No time limit • with friends only,English,Infinite
313533300,3173,"Haft, Britney, javelin, Burning, mint, pickle",Spear,Spear,Normal mode,No time limit • with friends only,English,Infinite
313533300,3237,"Dodo, Canary, ostrich, bluejay, heron, pelican",Bird,Bird,Normal mode,No time limit • with friends only,English,Infinite
313533300,3264,"Gummy, treat, licorice, toffee, Sweets, sweets",Candy,candy,Normal mode,No time limit • with friends only,English,Infinite
313533300,3273,"ray, headlights, Moonlight, scotty, glow, glare",Beam,Beam,Normal mode,No time limit • with friends only,English,Infinite
313533300,3282,"Fries, expensive, bonbon, pigs, Shuffle, Shuffle",Truffle,truffle,Normal mode,No time limit • with friends only,English,Infinite
313533300,3402,"Coulrophobia, jester, prankster, entertainer, bozo, Bozo",Clown,Clown,Normal mode,No time limit • with friends only,English,Infinite
313533300,3420,"tawny, Hoot, Wingspan, wise, Nocturnal, nocturnal",Owl,Owl,Normal mode,No time limit • with friends only,English,Infinite
314360735,2335,"Sequence, Geometric, show, season, Books, Book",Series,Series,,,,
314360735,2341,"Saturday, Lunch, Beefsteak, Cherry, ketchup, red",Tomato,Soup,,,,
314360735,2355,"Spade, Snow, Coal, grave, Dig, dig",Shovel,dig,,,,
314360735,2362,"glow, ignite, Halo, Beams, Switch, Bulb",Light,Light,,,,
314360735,2368,"Vesuvius, Mountain, pompeii, eruption, Lava, Lava",Volcano,Volcano,,,,
314360735,2381,"Arthur, Henry, regal, Monarch, monarch, monarch",King,King,,,,
314360735,2387,"gust, breeze, Breeze, Gale, Gale, Breeze",Wind,Wind,,,,
314360735,2393,"Complete, Stop, Edge, Finish, finale, conclusion",End,End,,,,
314360735,2405,"vampires, Dip, Flavour, Allium, seasoning, Seasoning",Garlic,Garlic,,,,
314360735,2425,"solstice, snow, Chilly, Wonderland, Season, Season",Winter,winter,,,,
314360735,2457,"eat, Oesophagus, Asophagus, neck, Neck, Neck",Throat,Swallow,,,,
314360735,2483,"Lava, Illuminant, Shade, Chandelier, lighting, bulb",Lamp,Lamp,,,,
314360735,2489,"Escape, Flee, plane, bird, Wings, Wings",Flight,Fly,,,,
314360735,2542,"Wander, Wind, Pepper, saw, Water, water",Mill,Mill,,,,
314360735,2580,"Tooth, Fur, Tool, Hair, Paint, Paint",Brush,wolf,,,,
314360735,2599,"egypt, Pyramids, Ruler, Ruler, Pyramids, pyramid",Pharaoh,Pyramid,,,,
314360735,2643,"Scissors, Hedge, wool, remove, Clips, Blades",Shears,Cuts,,,,
314360735,2650,"Gang, Crime, Italian, Mob, italian, mob",Mafia,Drugs,,,,
314360735,2663,"cable, persuade, Burn, Lasso, Twine, Thick",Rope,Rope,,,,
314360735,2669,"familiar, Magic, Broomstick, Cauldron, broomstick, Cauldron",Witch,Cat,,,,
314360735,2707,"Exit, Disaster, Urgent, Situation, Alarm, Alarming",Emergency,emergency,,,,
314360735,2719,"Defend, block, Agents, protect, Agents, Protection",Shield,Shield,,,,
314360735,2737,"Docket, Golden, pass, permit, Puncher, Holder",Ticket,Ticket,,,,
314360735,2749,"Overlord, mafia, Manager, Manager, Leader, leader",Boss,Boss,Normal mode,No time limit • with friends only,English,Infinite
314360735,2755,"Sherlock, Decker, Clues, Police, Investigator, Investigator",Detective,detective,Normal mode,No time limit • with friends only,English,Infinite
314360735,2767,"Rotation, Generator, clean, electricity, Wind, Windmill",Turbine,Windmill,Normal mode,No time limit • with friends only,English,Infinite
314360735,2780,"Tyler, Thorns, Romantic, Bloom, Flower, Flower",Rose,rose,Normal mode,No time limit • with friends only,English,Infinite
314360735,2804,"Camera, Light, Superhero, Fast, Bang, Quick",Flash,flash,Normal mode,No time limit • with friends only,English,Infinite
314360735,2822,"Pirates, Drink, Alcohol, Bacardi, captain, jack",Rum,Rum,Normal mode,No time limit • with friends only,English,Infinite
314360735,2828,"Turkish, City, Water, University, Tub, Tub",Bath,campus,Normal mode,No time limit • with friends only,English,Infinite
314360735,2842,"Seaside, vacation, Coast, Bathing, Sand, sand",Beach,Beach,Normal mode,No time limit • with friends only,English,Infinite
314360735,2855,"Slow, Shelled, Reptile, Shell, Shell, Sea",Tortoise,turtle,Normal mode,No time limit • with friends only,English,Infinite
314360735,2868,"Seedless, Wine, bunch, fruit, Vine, Vine",Grape,Grapes,Normal mode,No time limit • with friends only,English,Infinite
314360735,2893,"Council, General, Votes, Democratic, politics, ballot",Election,Government,Normal mode,No time limit • with friends only,English,Infinite
314877288,3222,"まくら, べんざ, ジッタリンジン, それと, YAGOO",Cover,cover,,,,
314877288,3246,"なつめそうせき, beat, シュートザムーン, みがくっきゃない, ふるえるぞ",Heart,cat,,,,
314877288,3272,"ふえる, French, Marie, ようがし, もりなが",Biscuit,biscuit,,,,
314877288,3314,"ミステリー, radian, 3.14..., どうじんかつどう, ドルイド",Circle,Circle,,,,
314877288,3314,"ミステリー, radian, 3.14..., どうじんかつどう, ドルイド",Circle,Circle,Normal mode,No time limit • with friends only,English,Infinite
317609821,1197,"roux, Tyson, cougar, Frère, Bengale, brigades",Tigre,Tigre,,,,
317609821,1206,"expansion, Marais, Boue, Soissons, Ming, Fleurs",Vase,Glaise,,,,
317609821,1216,"Turner, corsaire, Rhum, Tipiak, Gallion, Hook",Pirate,Pirate,,,,
317609821,1234,"Rouge, pharynx, Profonde, Verdon, nuque, Canyon",Gorge,Gorge,,,,
317609821,1243,"jetons, Argent, Croupier, Roulette, Bellagio, royale",Casino,Casino,,,,
317609821,1252,"Jaquette, Clown, Cérémonie, Carnaval, halloween, enterrement",Costume,Costume,,,,
317609821,1288,"Pâtissier, Éclair, Levain, Metier, croissant, Pétrissage",Boulanger,Boulanger,,,,
317609821,1371,"beurre, Brasserie, Westmalle, Hopus, Pils, lupin",Bière,bière,,,,
317609821,1425,"Ciao, Terminus, agonie, Epais, épais, haricots",Fin,fin,,,,
317609821,1443,"Ecu, Antiémeute, Tortue, Défense, arme, laser",Bouclier,Bouclier,,,,
317609821,1461,"Momifié, Ramsès, Akhenaton, Hatchepsout, Roi, chef",Pharaon,Phare_à_on,Friendly mode,No time limit • with friends only,Français,Infinite
317609821,1480,"Party, game, daiquiri, Margarita, molotov, Sauce",Cocktail,Cocktail,Friendly mode,No time limit • with friends only,Français,Infinite
317609821,1498,"Cigarillos, Blague, sco, cigare, passer, Marlboro",Tabac,Tabac,Friendly mode,No time limit • with friends only,Français,Infinite
317609821,1507,"Poulet, Féculent, Semoule, Taboulé, Mergez, Merguez",Couscous,couscous,Friendly mode,No time limit • with friends only,Français,Infinite
317609821,1516,"libre, Silence, Choire, Icare, Anatomie, empire",Chute,chute,Friendly mode,No time limit • with friends only,Français,Infinite
317609821,1534,"Déchu, Michel, Gabriel, Joséphine, Valérie, gardien",Ange,Ange,Friendly mode,No time limit • with friends only,Français,Infinite
317609821,1570,"Tazieff, éruption, Pompei, Eyjafjallajökull, Etna, Etna",Volcan,Volcan,Friendly mode,No time limit • with friends only,Français,Infinite
317609821,1588,"Sabayon, Fin, PannaCotta, Baklava, Tiramisu, tiramisu",Dessert,dessert,Friendly mode,No time limit • with friends only,Français,Infinite
318673641,2854,"Siamese, Minnesota, Identical, Schwarzenegger, DeVito",Twins,twins,,,,
318673641,2905,"handed, Left, Tighty, Correct, Starboard",Right,right,,,,
318673641,2921,"SLeeve, icecream, Breaky, Eclipse, Tin",Heart,Heart,,,,
318673641,2929,"Tandem, Queen, Spokes, penny-farthing, peloton",Bicycle,Bicycle,,,,
318673641,2953,"Kodak, Slick, Casablanca, 35mm, Fuji",Film,film,,,,
318673641,2978,"Mogo, Dubbo, Dubbo, Enclosures, enclosure",Zoo,zoo,,,,
318673641,2994,"supernova, Chandon, Flute, Region, Region",Champagne,Champagne,,,,
318673641,3028,"haymaker, line, spiked, Judy, Judy",Punch,punch,,,,
318673641,3044,"Amiga, Dell, Reboot, OK, OK",Computer,Computer,,,,
318673641,3052,"Kembla, Muscat, Larboard, Wine, LeHavre",Port,port,,,,
318673641,3076,"2023, Gift, here, gift, Here",Present,year,,,,
318673641,3085,"joker, Car, Pagliaci, IT, It",Clown,clown,,,,
318673641,3093,"Lop, ""Brer"", JoJo, Watership, Watership",Rabbit,Rabbit,,,,
318673641,3118,"Lorikeet, Cassowary, Ibis, Kookaburra, Booby",Bird,Bird,,,,
318673641,3166,"Library, Club, Dictionary, Necronomicon, Reserve",Book,Book,,,,
318673641,3206,"fire, Jamie, Murdoch, Brown, Hound",Fox,Paper,,,,
318929216,2220,"Mellencamp, Courteney, Town, stifler, Stifler",Cougar,Small,,,,
318929216,2262,"Pern, Bearded, Tiamat, Cuba, April",Dragon,dragon,,,,
318929216,2270,"barricade, 360, Guillotine, Antionette, Haitian",Revolution,French,,,,
318929216,2279,"extraction, Hygienist, Oral, suction, darla",Dentist,Dentist,,,,
318929216,2287,"Paper, Gesundheit, Connective, Sinew, scar",Tissue,Tissue,,,,
318929216,2295,"Stolen, exhale, Sting, Baby’s, bated",Breath,breath,,,,
318929216,2312,"Britney, Ringmaster, Monty, Stardust, Roman",Circus,circus,,,,
318929216,2320,"Ante, odds, Gamble, Ladbrokes, wager",Bet,Bet,,,,
318929216,2336,"hairtie, Sia, Rubber, Waistband, waistband",Elastic,Swing,,,,
318929216,2354,"400, Apache, mainframe, Waiter, Waiter",Server,computer,,,,
318929216,2379,"Traviata, Bohème, Phantom, Puccini, Aria",Opera,Opera,,,,
318929216,2395,"Paeleontogist, Triassic, Hammond, Apatosaurus, Grimlock",Dinosaur,Dinosaur,,,,
318929216,2403,"Space, intravenous, Cannula, Haystack, Haystack",Needle,drip,,,,
318929216,2420,"Orchard, Ranch, Barn, McDonald, misery",Farm,Farm,,,,
318929216,2469,"luggage, 32kg, issues, Emotional, Emotional",Baggage,Baggage,,,,
318929216,2477,"Subwoofer, House, JBL, Bose, tweeter",Speaker,Speaker,,,,
318929216,2485,"Kitchen, Mann, Boil, Miami, Radiant",Heat,Heat,,,,
318929216,2493,"red, Rudolph, Breathing, Olfactory, Olfactory",Nose,Nose,,,,
318929216,2527,"tango, Resistance, Protozoa, Battery, Alcatraz",Cell,Cell,,,,
318929216,2535,"GP, Kevorkian, Cran, Veterinarian, Who",Doctor,Doctor,,,,
318929216,2543,"Tonya, Torvill, Hawks, Ice, Roller",Skate,Skate,,,,
318929216,2551,"Post, Mayflower, galleon, Lollipop, Bismarck",Ship,ship,,,,
318929216,2559,"Stackhat, Hair, Knob, Rosebank, Bauer",Helmet,helmet,,,,
319065151,198,"electricity, spinning, plane, drive",Turbine,engine,,,,
319065151,209,"static, Rats, carpet, Carpet",Rug,dynamic,,,,
319065151,215,"aang, barn, Viento, remolino",Tornado,wind,,,,
319065151,232,"Grundfos, Xylem, ...it, Louder",Pump,Pump,,,,
319065151,237,"Swimming, picornell, Billiards, Holes",Pool,pool,,,,
319065151,242,"""Heres"", Johnny, gimli, wood",Axe,axe,,,,
319065151,247,"Pescanova, Puyol, kirk, harlock",Captain,Captain,,,,
319065151,262,"skipping, stretch, knot, sails",Rope,Rope,,,,
319065151,267,"watch, Click, ""O"", Cuckoo",Clock,clock,,,,
319065151,277,"Garrotxa, Pompeii, Peak, ""Dantes""",Volcano,Volcano,,,,
319065151,293,"screwdriver, spade, hammer, hammer",Tool,Tool,Friendly mode,No time limit • with friends only,English,Infinite
319065151,298,"Luffy, Hacker, Warez, Arrr",Pirate,pirate,Friendly mode,No time limit • with friends only,English,Infinite
319065151,308,"Shark, diapers, kid, toothless",Baby,baby,Friendly mode,No time limit • with friends only,English,Infinite
319065151,313,"Fat-free, Aioli, Onion, Dracula",Garlic,garlic,Friendly mode,No time limit • with friends only,English,Infinite
319065151,345,"Wind, Marilyn, Lumiere, Wax",Candle,Candle,Friendly mode,No time limit • with friends only,English,Infinite
320452280,1964,"Dumbledore, X, Tournesol, Tournesol, Tournesol",Professeur,Sorcier,,,,
320452280,1990,"Tonka, citerne, Kenworth, Ram, pompier",Camion,Camion,,,,
320452280,1998,"Beaujolais, bordeaux, Santerre, Pinot, Piasse",Vin,Vin,,,,
320452280,2022,"Carte, Prix, petit, Liste, liste",Menu,Rabaie,,,,
320452280,2040,"guenon, Animal, planete, Macaque, Macaque",Singe,Singe,,,,
320452280,2048,"Nick, Épais, souterrain, vin, Estid’",Cave,Cave,,,,
320452280,2056,"Tourbe, Fines, Provence, génie, poux",Herbe,Herbe,,,,
320452280,2080,"Reagan, Roosevelt, Choice, Choice, Choix",Président,Président,,,,
320452280,2088,"Brune, Anthrax, pochette, Budgétaire, corporelle",Enveloppe,Enveloppe,,,,
320452280,2096,"Collection, Napa, casse-tete, Théâtre, theatre",Pièce,Pièce,,,,
321888448,2267,"Molars, Specialist, doctor, Repairer, molar, Molar",Dentist,dentist,,,,
321888448,2273,"Prickly, Aloe, saguaro, plant, Painful, Succulent",Cactus,Cactus,,,,
321888448,2281,"prick, Embroidery, Metal, Eye, Haystack, Haystack",Needle,needle,,,,
321888448,2287,"Lion, Tamer, ringmaster, troupe, Jugglers, Monkeys",Circus,Circus,,,,
321888448,2293,"lubricating, paste, clear, gooey, Get, Along",Gel,Grease,,,,
321888448,2300,"ache, Face, Fore, Butt, cranium, Cranium",Head,Head,,,,
321888448,2318,"Icing, Ingredient, Glucose, white, Cube, cube",Sugar,Sugar,,,,
321888448,2337,"Hot, Snack, flan, custard, Georgie, Jesters",Pie,Pie,,,,
321888448,2349,"Vehicle, Private, toyota, Coupe, sedan, Sedan",Car,Car,,,,
321888448,2386,"Leaves, Dressing, tabbouleh, Caeser, Greek, Greens",Salad,Salad,,,,
321888448,2392,"Mitsubishi, atmospheric, vague, vision, Illusion, Sahara",Mirage,Mirage,,,,
321888448,2404,"Frying, Sauce, Tinkerbell, Wok, teflon, Skillet",Pan,pan,,,,
321888448,2410,"Waterproof, Bird, Quack, Peking, drake, feathered",Duck,Duck,,,,
321888448,2448,"moving, ascent, action, Abseil, upwards, Upwards",Climb,Climb,,,,
321888448,2454,"Heir, Royal, Queen’s, Daughter, Queen, Daughter",Princess,prince,,,,
321888448,2486,"trunks, speedos, Bikini, Togs, Wet, Clothing",Swimsuit,Swimsuit,,,,
321888448,2504,"Trilby, Helmet, Head, Wear, Cranium, Clothes",Hat,hat,,,,
321888448,2510,"Podiatry, Term, Stilleto, stiletto, High, high",Heel,Afoot,,,,
321888448,2548,"Noggin, Guard, protective, headwear, Cycling, Fedora",Helmet,Helmet,,,,
321888448,2603,"angle, street, 90, Degrees, Surround, Store",Corner,corner,,,,
321888448,2609,"Pinchers, Tool, wire, benders, Squeeze, Undo",Pliers,Pliers,,,,
321888448,2634,"Masterpiece, Sunflowers, Decorating, artwork, Oil, oil",Painting,Painting,,,,
321888448,2647,"Wind, Boat, spinnaker, para, Main, Tack",Sail,sail,,,,
321888448,2671,"Marquee, tipi, Canvas, House, Portable, Abode",Tent,Tent,,,,
321888448,2745,"Reno, Slots, Royale, Vegas, Vegas, Vegas",Casino,Casino,,,,
321888448,2850,"Fifteen, Minutes, Quadrant, Fourth, Fraction, Coin",Quarter,Quarter,Normal mode,Turn-based • 1 move per 2 days ,English,Infinite
321888448,2862,"Recipe, Occasion, lunch, Worm, breakfast, Brekky",Meal,Spaghetti,Normal mode,Turn-based • 1 move per 2 days ,English,Infinite
321888448,2869,"Walk, The, Queue, Cocaine, fishing, dancing",Line,Line,Normal mode,Turn-based • 1 move per 2 days ,English,Infinite
321888448,2881,"Cracked, Monk, Tiny, Gravel, poker, dip",Chip,Chip,Normal mode,Turn-based • 1 move per 2 days ,English,Infinite
321888448,2953,"Depp, Character, Somalian, Seafarer, Parrot, Plank",Pirate,Pirate,Normal mode,Turn-based • 1 move per 2 days ,English,Infinite
321888448,3002,"energy, generator, Blowing, Power, engine, rotary",Turbine,turbine,Normal mode,Turn-based • 1 move per 2 days ,English,Infinite
322628136,3237,"IBM, desktop, BIOS, Hal, microprocessor",Computer,Computer,,,,
322628136,3261,"Oil, Expensive, shuffle, Hog, delicacy",Truffle,Truffle,,,,
322628136,3285,"Sourdough, Fresh, toast, Baguette, pumpernickel",Bread,Bread,,,,
322628136,3301,"Woodwind, Piper, Wind, Piper, Wind",Flute,saxophone,,,,
322628136,3318,"Headwear, Mariachi, Cancun, speedy, Mexican",Sombrero,Sombrero,,,,
322628136,3383,"Fizzy, Cork, occasion, Sparkling, bubbly",Champagne,Wine,,,,
322628136,3441,"Granite, Geodude, bullwinkle, Alcatraz, Music",Rock,rock,,,,
322628136,3449,"treehouse, Egg, Tree, Twigs, thermostat",Nest,nest,,,,
322628136,3457,"Surround, Ring, 360, pie, circumference",Circle,Circle,,,,
322628136,3489,"Spelunking, Troll, Explore, Lair, Carlsbad",Cave,cave,,,,
322628136,3513,"Current, Christmas, Now, admirer, box",Present,Present,,,,
322628136,3521,"pair, Romulus, Matching, Gemini, Minnesota",Twins,Twins,,,,
322628136,3529,"Cacao, White, Lindt, bar, Mars",Chocolate,Chocolate,,,,
322628136,3537,"Apple, zoo, Ngorongoro, savannah, African",Safari,preserve,,,,
322628136,3578,"worm, Shell, wrapped, chrysalis, Chrysalis",Cocoon,Tape,,,,
322628136,3612,"Statue, Hole, Sort, messanger, plaza",Pigeon,Mercury,,,,
322628136,3654,"Weapon, jockey, Lash, Bulbasaur, lion",Whip,Whip,,,,
322628136,3662,"Fluffy, Nimbus, Rain, amorphous, Strife",Cloud,Cloud,,,,
322628136,3686,"Shoot, Shutter, lights, Konica, tripod",Camera,camera,,,,
322628136,3727,"ziti, Underground, Wave, pipe, Roll",Tube,Tube,,,,
322628136,3751,"Sundin, Tea, hokage, Tree, Konoha",Leaf,Leaf,,,,
322628136,3832,"Backing, Aid, Brass, ensemble, Nirvana",Band,band,,,,
322628136,3872,"Wood, Exercise, Platform, Pirate, pirates",Plank,Floor,,,,
322628136,3915,"Operating, Dining, availability, Chamber, emergency",Room,Room,,,,
322628136,4003,"category, Club, Central, central, Comedy",Comedy,Book,,,,
322628136,4032,"shaman, Metformin, Herbal, Hippocrates, Penicillin",Medicine,medicine,Normal mode,No time limit • with friends only,English,Infinite
322628136,4057,"louvered, rear, View, Pane, pane",Window,Window,Normal mode,No time limit • with friends only,English,Infinite
322628136,4065,"Roxanne, Force, Coppers, badge, Badge",Police,police,Normal mode,No time limit • with friends only,English,Infinite
322628136,4125,"Asmiov, Aibo, Cyborg, Wall-E, circuit",Robot,Robot,Normal mode,No time limit • with friends only,English,Infinite
322628136,4183,"fabric, Sailcloth, Oil, paint, Surface",Canvas,canvas,Normal mode,No time limit • with friends only,English,Infinite
322628136,4275,"Rainier, Fuji, Olympus, Alps, king",Mountain,Mountain,Normal mode,No time limit • with friends only,English,Infinite
322726720,1015,"Smile, Lens, Polaroid, Snaps, Photo, Zoom",Camera,Camera,,,,
322726720,820,"Vision, Mysterium, Snooze, Catcher, Sleep, Sleep",Dream,Dream,,,,
322726720,838,"Pringle, Train, Underground, Toothpaste, Cylinder, Cylinder",Tube,Tube,,,,
322726720,844,"Frozen, Ice, Jon, Winter, Weather, Cold",Snow,Snow,,,,
322726720,850,"Water, Crossing, Train, River, Rope, Gap",Bridge,Bridge,,,,
322726720,856,"Romans, Iceage, Lesson, Ancient, Past, Past",History,History,,,,
322726720,868,"Fingertip, Hang, Finger, Toe, Hammer, Hammer",Nail,Nail,,,,
322726720,874,"Computer, Covid, Cold, Microbe, Flu, Flu",Virus,Virus,,,,
322726720,880,"Peak, Everest, Nevis, Snowdon, Rocky, Range",Mountain,Mountain,,,,
322726720,886,"Class, Bed, Cluedo, Lounge, Escape, Escape",Room,Room,,,,
322726720,892,"Worship, Buddhist, Ancient, Indie, Doom, Doom",Temple,Temple,,,,
322726720,898,"Bugs, sleep, Queen, Sheet, Pillow, Pillow",Bed,Bed,,,,
322726720,911,"Admire, Magnet, Love, Mutual, Fatal, Fatal",Attraction,Attract,,,,
322726720,930,"Hydrant, Truck, Blaze, Engine, Element, Burn",Fire,Fire,,,,
322726720,942,"Minnie, Present, Violin, String, Tie, Arrow",Bow,Bow,,,,
322726720,960,"Early, Glow, Earth, Creature, Bait, Bait",Worm,Worm,,,,
322726720,966,"Mince, Leg, Baby, Sheep, Chops, Spring",Lamb,Lamb,,,,
322726720,979,"Chronical, Broadsheet, Tabloid, Mail, Sun, Sun",Newspaper,Newspaper,,,,
322726720,991,"Water, Nile, Stream, Running, Bed, Bend",River,River,,,,
322726720,997,"Equilateral, Isosceles, Pointy, Shape, Pythag, Obtuse",Triangle,Triangle,,,,
322726720,1039,"12th, Advent, Month, Twelfth, Month, Twelfth",December,December,Normal mode,No time limit • with friends only,English,Infinite
322726720,1045,"River, Teller, Card, Mortgage, Robbery, Monopoly",Bank,Bank,Normal mode,No time limit • with friends only,English,Infinite
322726720,1051,"Grain, Storm, Dune, Beach, Beach, Grainy",Sand,Sand,Normal mode,No time limit • with friends only,English,Infinite
322726720,1057,"Nimbus, Stratus, Sky, Wispy, Fluffy, Fluffy",Cloud,Cloud,Normal mode,No time limit • with friends only,English,Infinite
322726720,1063,"Material, Straw, Fake, Recyclable, Pipe, Bag",Plastic,Paper,Normal mode,No time limit • with friends only,English,Infinite
322726720,1084,"Clay, Silicone, Black, Fungi, Damp, Damp",Mold,Mould,Normal mode,No time limit • with friends only,English,Infinite
322726720,1091,"Checkmate, Squares, Gambit, Bishop, Game, Game",Chess,Chess,Normal mode,No time limit • with friends only,English,Infinite
322726720,1097,"Sock, Hand, Strings, Wooden, Thunderbirds, Scarlet",Puppet,Puppet,Normal mode,No time limit • with friends only,English,Infinite
322726720,1103,"Clean, Lambs, Coil, Lambing, Season, Season",Spring,Spring,Normal mode,No time limit • with friends only,English,Infinite
322726720,1109,"Plant, Cedar, Oak, Sycamore, Birch, Birch",Tree,Tree,Normal mode,No time limit • with friends only,English,Infinite
